"ref_area.label","indicator.label","source.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Iceland","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2009",3.172,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Iceland","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2008",5.457,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Iceland","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2008",6.356,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Iceland","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2008",4.356,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Iceland","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2007",5.757,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Iceland","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2007",6.337,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Iceland","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2007",5.054,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2022",10.145,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2022",10.433,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2022",9.746,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2021",11.227,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2021",11.777,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2021",10.449,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2020",10.864,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2020",10.528,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2020",11.323,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2019",12.751,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2019",12.272,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2019",13.41,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2018",12.021,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2018",11.883,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2018",12.214,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2017",10.346,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2017",10.164,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2017",10.601,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2016",11.264,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2016",10.854,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2016",11.841,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2015",7.005,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2015",6.148,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2015",8.209,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2014",6.331,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2014",5.426,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2014",7.596,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2013",4.978,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2013",3.939,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2013",6.431,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2012",5.914,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2012",4.813,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2012",7.485,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2011",5.993,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2011",5.03,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2011",7.403,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2010",4.808,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2010",4.347,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2010",5.493,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2009",4.346,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2009",3.809,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2009",5.156,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2008",5.631,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2008",4.852,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2008",6.824,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Total","2007",5.29,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Male","2007",4.538,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Italy","Informal employment rate by sex (%)","HIES - EU Statistics on Income and Living Conditions","Sex: Female","2007",6.453,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2022",55.438,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2022",63.286,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2022",46.048,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2021",58.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2021",65.789,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2021",49.056,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2020",57.973,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2020",65.803,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2020",48.36,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2019",56.427,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2019",63.563,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2019",47.691,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2018",57.325,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2018",64.116,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2018",48.909,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2017",57.667,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2017",64.403,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2017",49.206,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2016",57.612,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2016",64.335,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jamaica","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2016",49.006,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2022",53.155,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2022",56.651,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2022",33.292,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2021",51.527,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2021",55.023,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2021",32.383,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2020",53.474,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2020",56.789,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2020",35.625,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2019",52.589,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2019",56.33,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2019",30.131,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2018",48.526,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2018",51.966,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2018",30.96,,,"Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2017",44.722,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2017",46.767,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Jordan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2017",35.626,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kenya","Informal employment rate by sex (%)","HS - Continuous household survey","Sex: Total","2019",86.489,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","Informal employment rate by sex (%)","HS - Continuous household survey","Sex: Male","2019",83.125,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kenya","Informal employment rate by sex (%)","HS - Continuous household survey","Sex: Female","2019",90.187,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2021",63.221,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2021",64.593,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2021",61.268,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2020",62.233,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2020",63.873,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2020",59.946,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2019",61.032,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2019",61.369,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2019",60.55,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2018",57.266,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2018",56.601,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2018",58.206,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2017",58.325,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2017",58.694,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2017",57.802,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2016",60.206,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2016",59.249,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2016",61.502,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2015",59.835,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2015",58.075,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2015",62.183,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2014",59.489,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2014",57.402,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2014",62.273,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2013",59.223,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2013",56.663,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2013",62.686,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Total","2012",56.585,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Male","2012",54.881,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kyrgyzstan","Informal employment rate by sex (%)","LFS - Employment and Unemployment Survey","Sex: Female","2012",58.83,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2019",89.405,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2019",89.811,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2019",88.979,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2012",93.574,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2012",91.384,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cambodia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2012",96.021,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","Informal employment rate by sex (%)","HIES - Household Income and Expenditure Survey","Sex: Total","2019",47.463,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","Informal employment rate by sex (%)","HIES - Household Income and Expenditure Survey","Sex: Male","2019",49.248,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","Informal employment rate by sex (%)","HIES - Household Income and Expenditure Survey","Sex: Female","2019",44.835,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","Informal employment rate by sex (%)","PC - Population Census","Sex: Total","2020",56.147,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","Informal employment rate by sex (%)","PC - Population Census","Sex: Male","2020",60.125,,,"Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","Informal employment rate by sex (%)","PC - Population Census","Sex: Female","2020",50.929,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","Informal employment rate by sex (%)","HIES - Labour and Income Panel Survey","Sex: Total","2019",26.619,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","Informal employment rate by sex (%)","HIES - Labour and Income Panel Survey","Sex: Male","2019",23.578,,,"Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","Informal employment rate by sex (%)","HIES - Labour and Income Panel Survey","Sex: Female","2019",31.031,,,"Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2022",90.489,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2022",89.473,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2022",91.598,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2017",88.827,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2017",86.591,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2017",91.232,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2019",55.449,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2019",55.386,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2019",55.593,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2017",89.633,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2017",85.666,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2017",93.667,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2010",86.706,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2010",81.579,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2010",91.81,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2022",30.347,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Male","2022",37.785,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Female","2022",21.198,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saint Lucia","Informal employment rate by sex (%)","LFS - Labour Force Survey","Sex: Total","2021",28.695,,,"Repository: ILO-STATISTICS - Micro data processing"
